施設、場所、イベントの名称,施設、場所、イベントの名称（読み）,ジャンル,キャッチコピー,説明文,経度（世界測地系）,緯度（世界測地系）,郵便番号,住所,ビル名,フロア数,電話番号,FAX番号,アクセス,予算,定員、収容人数,定員、収容人数コメント,取扱商品、メニュー、プラン,取扱商品、メニュー、プラン 料金,取扱商品、メニュー、プラン 写真ファイル名,取扱商品、メニュー、プラン 写真キャプション,写真ファイル名,写真キャプション,ホームページURL（PC）,ホームページURL（モバイル）,支払方法,ペット同伴の可・不可,コピーライト・情報提供元,注意事項,その他説明、備考
千葉市 向台第２公園,ムコウダイダイ２コウエン,,,,140.147026,35.580504,,千葉市中央区大森町３１２－５６，１０３,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 村田川公園,ムラタガワコウエン,,,,140.127313,35.548031,,千葉市中央区村田町５５１－４,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 村田南公園,ムラタミナミコウエン,,,,140.134771,35.544269,,千葉市中央区村田町７７－１７８,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 村田南第２公園,ムラタミナミダイ２コウエン,,,,140.128054,35.550038,,千葉市中央区村田町８９３－９６２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 元宮公園,モトミヤコウエン,,,,140.151111,35.589206,,千葉市中央区松ヶ丘町１４４－１,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 森池公園,モリイケコウエン,,,,140.148004,35.580861,,千葉市中央区大森町３２０－２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 森の下公園,モリノシタコウエン,,,,140.124391,35.602186,,千葉市中央区長洲１丁目４０－２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 門前公園,モンゼンコウエン,,,,140.127474,35.583478,,千葉市中央区今井１丁目８,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 矢作第１公園,ヤハギダイ１コウエン,,,,140.145634,35.606367,,千葉市中央区矢作町３４３－６,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 矢作第２公園,ヤハギダイ２コウエン,,,,140.143277,35.606935,,千葉市中央区矢作町２４９－１３,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 矢作第３公園,ヤハギダイ３コウエン,,,,140.145642,35.605871,,千葉市中央区矢作町３９６,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 山の根公園,ヤマノネコウエン,,,,140.141286,35.616021,,千葉市中央区都町１丁目４４,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 山部公園,ヤマベコウエン,,,,140.124685,35.623101,,千葉市中央区東千葉１丁目２８８－１,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 山部第２公園,ヤマベダイ２コウエン,,,,140.126418,35.620309,,千葉市中央区東千葉２丁目２５６－７８,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 山部第３公園,ヤマベダイ３コウエン,,,,140.12706,35.622056,,千葉市中央区東千葉２丁目２８５－５８,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 山部第４公園,ヤマベダイ４コウエン,,,,140.125939,35.625122,,千葉市中央区東千葉２丁目２８５－２００,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 山部第５公園,ヤマベダイ５コウエン,,,,140.125351,35.627386,,千葉市中央区東千葉３丁目６８９－７０,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 祐光公園,ユウコウコウエン,,,,140.125606,35.61575,,千葉市中央区祐光１丁目１５,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 若草１丁目公園,ワカクサ１チョウメコウエン,,,,140.134809,35.575779,,千葉市中央区若草町１丁目３－２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 あづまだいこうえん,ｱﾂﾞﾏﾀﾞｲｺｳｴﾝ,,,,140.114402,35.614224,,千葉市中央区弁天１丁目１８－１,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 道場南１丁目公園,ドウジョウミナミ１チョウメコウエン,,,,140.129016,35.611884,,千葉市中央区道場南一丁目６５番１５,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 浜野第３公園,ハマノダイ３コウエン,,,,140.128537,35.558334,,千葉市中央区浜野町１２３５－１,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 大森中台公園,オオモリナカダイコウエン,,,,140.151371,35.580413,,千葉市中央区大森町１４２－８他,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 村田川第２公園,ムラタガワダイ２コウエン,,,,140.130711,35.54728,,千葉市中央区村田町８４０―１他,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 すみだ公園,スミダコウエン,,,,140.134287,35.550324,,千葉市中央区村田町１１６０,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 そが野ハッピー公園,ソガノハッピーコウエン,,,,140.132892,35.571386,,千葉市中央区蘇我２丁目地内,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 菰池公園,コモイケコウエン,,,,140.13543,35.58322,,千葉市中央区宮崎２丁目１２２,,,043-251-5103,,JR内房・外房線「蘇我駅」より徒歩３分,,,,,,,,,,,,,,,,
千葉市 そが野ふれあい公園,ソガノフレアイコウエン,,,,140.134622,35.570715,,千葉市中央区蘇我町２丁目地内,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 都公園,ミヤココウエン,,,,140.138572,35.611426,,千葉市中央区都町２丁目１４,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 石橋記念公園,イシバシキネンコウエン,,,,140.140609,35.585645,,千葉市中央区宮崎町６１１他,,,043-251-5103,,"●JR「蘇我駅」東口から千葉中央バスまたは小湊鉄道バスで3分（2番乗り場）「宮崎台下」下車、徒歩６分<BR>

●JR「千葉駅」東口から千葉中央バスまたは小湊鉄道バスで17分（12番乗り場）「宮崎台下」下車、徒歩６分",,,,,,,,,,,,,,,,
千葉市 吾妻街園,アヅマガイエン,,,,140.123508,35.60932,,千葉市中央区中央３丁目７,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 要町公園,カナメチョウコウエン,,,,140.122639,35.616079,,千葉市中央区要町３－１,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 上町街園,カミマチガイエン,,,,140.11167,35.607041,,千葉市中央区新田町３０,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 富士見公園,フジミコウエン,,,,140.1169,35.609758,,千葉市中央区富士見２丁目２４,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 港第２公園,ミナトダイ２コウエン,,,,140.107156,35.605014,,千葉市中央区千葉港１１６－４他,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 葭川公園,ヨシカワコウエン,,,,140.12032,35.608504,,千葉市中央区中央３丁目１－１他,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 川崎ホット広場公園,カワサキホットヒロバコウエン,,,,140.125577,35.577547,,千葉市中央区川崎町１番地他,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 今井街園,イマイガイエン,,,,140.131702,35.579097,,千葉市中央区今井２丁目,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 要町街園,カナメチョウガイエン,,,,140.118974,35.614331,,千葉市中央区要町６丁目１６－１８,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 君待橋苑,キミマチバシエン,,,,140.118892,35.601259,,千葉市中央区港町９０－４,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 ふくろう広場,フクロウヒロバ,,,,140.10472,35.622557,,千葉市中央区松波２丁目,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 富士見街園,フジミガイエン,,,,140.119023,35.608822,,千葉市中央区富士見２丁目２５－２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 みなと街園,ミナトガイエン,,,,140.110977,35.601589,,千葉市中央区問屋町１１３－７,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 稲荷町公園,イナリチョウコウエン,,,,140.123629,35.591244,,千葉市中央区稲荷町１８９－３,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 大森町たんぽぽ公園,オオモリチョウタンポポコウエン,,,,140.151331,35.576364,,千葉市中央区大森町地内,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 川戸市営住宅内遊園地,カワドシエイジュウタクナイユウエンチ,,,,140.163946,35.582345,,千葉市中央区川戸町４２１,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 寒風台第２公園,カンプウダイダイ２コウエン,,,,140.142428,35.579052,,千葉市中央区大森町２６０－１０７,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 蘇我２丁目公園,ソガ２チョウメコウエン,,,,140.139072,35.568665,,千葉市中央区蘇我町２丁目,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 胤山公園,タネヤマコウエン,,,,140.141279,35.582332,,千葉市中央区宮崎町４９６－５６,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 丹後堰公園,タンゴゼキコウエン,,,,140.147937,35.606258,,千葉市中央区星久喜町１２７６他,,,043-251-5103,,ＪＲ「千葉駅」から千葉中央バス「蘇我駅東口」行き「立合橋」下車徒歩１分,,,,,,,,,,,,,,,,
千葉市 仁戸名遊園地第１公園,ニトナユウエンチダイ１コウエン,,,,140.162085,35.595253,,千葉市中央区仁戸名町９－２２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 仁戸名遊園地第２公園,ニトナユウエンチダイ２コウエン,,,,140.163816,35.594294,,千葉市中央区仁戸名町８－７,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 仁戸名遊園地第３公園,ニトナユウエンチダイ３コウエン,,,,140.161893,35.594754,,千葉市中央区仁戸名町１０１－５,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 仁戸名遊園地第４公園,ニトナユウエンチダイ４コウエン,,,,140.160755,35.59517,,千葉市中央区仁戸名町１０１－３０,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 登戸１丁目第２公園,ノブト１チョウメダイ２コウエン,,,,140.107945,35.608646,,千葉市中央区登戸１－２４－５,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 登戸２丁目公園,ノブト２チョウメコウエン,,,,140.10983,35.61116,,千葉市中央区登戸２丁目,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 星久喜公園,ホシグキコウエン,,,,140.152925,35.59131,,千葉市中央区星久喜町１２１０地内,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 星久喜子供の遊び場,ホシグキコドモノアソビバ,,,,140.151359,35.595704,,千葉市中央区星久喜町７３８－１２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 星久喜第２子供の遊び場,ホシグキダイ２コドモノアソビバ,,,,140.14888,35.592521,,千葉市中央区星久喜町１１６２－５４,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 松ヶ丘分譲地内公園,マツガオカブンジョウチナイコウエン,,,,140.152896,35.586669,,千葉市中央区松ヶ丘町５６７－３,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 都町東公園,ミヤコチョウヒガシコウエン,,,,140.14789,35.612478,,千葉市中央区都町,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 矢作弁天池公園,ヤハギベンテンイケコウエン,,,,140.13836,35.604119,,千葉市中央区矢作町５７５,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 祐光東公園,ユウコウヒガシコウエン,,,,140.130255,35.617563,,千葉市中央区祐光４丁目,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 塩田町右岸緑地,シオダチョウウガンリョクチ,,,,140.132976,35.559544,,千葉市中央区塩田町,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 塩田町緑地,シオダチョウリョクチ,,,,140.13313,35.559228,,千葉市中央区塩田町２９４,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 白旗緑地,シラハタリョクチ,,,,140.136755,35.579191,,千葉市中央区白旗１丁目仮１５７－２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 椿森緑地,ツバキモリリョクチ,,,,140.124305,35.621092,260-0042,千葉市中央区椿森６丁目３０９他,,,043-245-5776,043-245-5885,東千葉駅より徒歩約７分,,,,,,,,,,,,,,,,
千葉市 西千葉駅前緑地,ニシチバエキマエリョクチ,,,,140.104103,35.622325,,千葉市中央区松波２丁目６,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 松ヶ丘緑地,マツガオカリョクチ,,,,140.14857,35.588924,,千葉市中央区松ヶ丘町１４４－１,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 臨海第１緑地,リンカイダイ１リョクチ,,,,140.105321,35.604571,,千葉市中央区中央港１丁目１,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 石橋山市民の森,イシバシヤマシミンノモリ,,,,140.162652,35.589097,,千葉市中央区仁戸名町４５０－１,,,043-245-5776,,,,,,,,,,,,,,,,,,
千葉市 仁戸名南市民緑地,ニトナミナミシミンリョクチ,,,,140.15397,35.585216,260-0801,千葉市中央区仁戸名町６０１-１１他,,,043-245-5776,043-245-5885,大森台駅より徒歩約７分,,,,,,,,,,http://www.city.chiba.jp/toshi/koenryokuchi/ryokusei/shiminryokuchi.html,,,,,,
千葉市 仁戸名月の木市民緑地,ニトナツキノキシミンリョクチ,,,,140.157752,35.596325,260-0801,千葉市中央区仁戸名町２８７‐１他,,,043-245-5776,043-245-5885,大森台駅より徒歩約２０分,,,,,,,,,,http://www.city.chiba.jp/toshi/koenryokuchi/ryokusei/shiminryokuchi.html,,,,,,
千葉市 みなと公園,ミナトコウエン,,,,140.104739,35.606617,,千葉市中央区千葉港６,,,043-251-5103,,"ＪＲ「千葉みなと駅」より徒歩１分<BR>

千葉都市モノレール「千葉みなと駅」より徒歩１分",,,,,,,,,,,,,,,,
千葉市 登戸緑地,ノブトリョクチ,,,,140.097072,35.619949,,千葉市中央区登戸５丁目１２－７,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 南生実第１緑地,ミナミオユミダイ１リョクチ,,,,140.155056,35.559352,,千葉市中央区南生実町１３６６－１０,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 亥鼻公園,イノハナコウエン,,,,140.126215,35.604928,,千葉市中央区亥鼻１丁目６,,,043-251-5103,,"ＪＲ「千葉駅」より京成バス「大学病院」行き「郷土館」下車徒歩2分<BR>
千葉都市モノレール「県庁前駅」より徒歩5分",,,,,,,,,,,,,,,,
千葉市 長沼原東公園,ナガヌマハラヒガシコウエン,,,,140.128157,35.654174,,千葉市稲毛区長沼原町３１７－９,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 中谷公園,ナカタニコウエン,,,,140.091431,35.645134,,千葉市稲毛区小仲台８丁目２２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 あやめ台公園,アヤメダイコウエン,,,,140.11651,35.648196,,千葉市稲毛区あやめ台３６８－１０,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 向原公園,ムカイハラコウエン,,,,140.094013,35.640771,,千葉市稲毛区小仲台６丁目２４,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 小中台西第２公園,コナカダイニシダイ２コウエン,,,,140.089324,35.650475,,千葉市稲毛区小中台町４７３－１,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 小中台北公園,コナカダイキタコウエン,,,,140.091114,35.642738,,千葉市稲毛区小仲台７丁目１８,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 柏台第２公園,カシワダイダイ２コウエン,,,,140.110261,35.651956,,千葉市稲毛区柏台２７４－１５,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 稲毛東６丁目第１公園,イナゲヒガシ６チョウメダイ１コウエン,,,,140.085454,35.643213,,千葉市稲毛区稲毛東６丁目１６７０－１４,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 ふたまち公園,フタマチコウエン,,,,140.105386,35.644079,,千葉市稲毛区園生町８４９－１９,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 宮の谷公園,ミヤノタニコウエン,,,,140.10239,35.652585,,千葉市稲毛区宮野木町１５５１－２０６,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 中園第２公園,ナカゾノダイ２コウエン,,,,140.099552,35.642758,,千葉市稲毛区園生町１２２３－７,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 黒砂西公園,クロスナニシコウエン,,,,140.092872,35.628613,,千葉市稲毛区黒砂３丁目１０,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 園生ケ丘公園,ソンノウガオカコウエン,,,,140.115097,35.644718,,千葉市稲毛区園生町４４９－１６,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 穴川１丁目公園,アナガワ１チョウメコウエン,,,,140.105866,35.632128,,千葉市稲毛区穴川１丁目２５５－６,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 中園第１公園,ナカゾノダイ１コウエン,,,,140.098119,35.641976,,千葉市稲毛区園生町１２２３－２３,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 柏台第１公園,カシワダイダイ１コウエン,,,,140.110311,35.65343,,千葉市稲毛区柏台２６９－１６,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 西の台公園,ニシノダイコウエン,,,,140.089746,35.631086,,千葉市稲毛区黒砂４丁目１４,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 作草部北公園,サクサベキタコウエン,,,,140.121149,35.630914,,千葉市稲毛区作草部町９５５－１８,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 園生台公園,ソンノウダイコウエン,,,,140.103564,35.650291,,千葉市稲毛区園生町２３０－３,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 はざま公園,ハザマコウエン,,,,140.087783,35.644415,,千葉市稲毛区小仲台７丁目８,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 宮野木公園,ミヤノギコウエン,,,,140.099086,35.650801,,千葉市稲毛区宮野木町９６７,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 園生公園,ソンノウコウエン,,,,140.126156,35.654139,,千葉市稲毛区園生町１３６６－２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 小中台町公園,コナカダイチョウコウエン,,,,140.093822,35.648955,,千葉市稲毛区小中台町６１３－１,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 長沼原第１公園,ナガヌマハラダイ１コウエン,,,,140.133673,35.667956,,千葉市稲毛区長沼原町９４２－１６３,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 長沼原町公園,ナガヌマハラチョウコウエン,,,,140.123171,35.66734,,千葉市稲毛区長沼原町７４－５,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 なづけ野公園,ナヅケノコウエン,,,,140.116981,35.63192,,千葉市稲毛区天台３丁目３,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 木野公園,キノコウエン,,,,140.108173,35.65624,,千葉市稲毛区宮野木町１６５２－１５２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 えごだ南公園,エゴダミナミコウエン,,,,140.087294,35.647658,,千葉市稲毛区小仲台８丁目１０,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 園生南公園,ソンノウミナミコウエン,,,,140.107957,35.640742,,千葉市稲毛区園生町９７９－２,,,043-251-5103,,,,,,,,,,,,,,,,,,
千葉市 新山公園,ニイヤマコウエン,,,,140.095615,35.630556,,千葉市稲毛区黒砂台２丁目１４,,,043-251-5103,,,,,,,,,,,,,,,,,,
